"id";"MotionOutcomeAndDescription";"PageURL";"MotionVoteOutcome";"VideoTimeSlot";"MeetingIDValue";"ItemID"
"333";"Passed    Motion To:   
WHEREAS the Planning Committee and the Agricultural and Rural Affairs Committee considered and approved a report entitled “Review of the Pool Enclosure By-law, 2001-259” (Ref No ACS2012-PAI-PGM-0114) at their respective meetings of October 23 and November 1, 2012; and
 
WHEREAS in view of the impending Coroner’s Inquest into the death of Jérémie Audette, to be held late November / early December 2012, the City’s standing at the Inquest and the testimony at the hearing of the Director of Building Code Services on pool enclosure regulations, the Committees recommended the deferral of the report pending the outcome of the hearing; and
 
WHEREAS experts in pool safety at the hearing highlighted the effectiveness of public awareness campaigns that communicate to pool owners, present and future, the need for heightened vigilance and constant supervision of children in and around private pools; and
 
WHEREAS the Coroner’s Inquest revealed that a lack of adult supervision was a key factor relating to the drowning of Jérémie Audette rather than a lack of a passive barrier or some other layer of protection; and
 
WHEREAS the deferred report directed staff to develop a focused public awareness and education campaign on pool safety and the new by-law standards and identify the resource requirements and funding sources in time for the 2013 pool season; and
 
 
 
 
WHEREAS the Planning and Growth Management department in partnership with the Ottawa Public Health, Recreation and Culture department and other members of the Ottawa Drowning Prevention Coalition, have developed a public awareness and education campaign to address these very concerns and are prepared to launch such campaign this spring on time for the upcoming pool season; and
 
WHEREAS further delays will impede and undermine the effectiveness of the campaign as the program must be in place by early March to inform purchasers and contractors of the new regulations and implement the ad campaign in time for May 2013 with funding generated by new pool enclosure permits;
 
THEREFORE BE IT RESOLVED that staff proceed, without further delay, to launch the public awareness and education campaign on pool safety and By-law standards for a 2013 launch; and
 
BE IT FURTHER RESOLVED that the Pool Enclosure By-law be amended to provide for an increase in pool enclosure permit fees from $160 to $200 effective March 1, 2013, in order to fund the annual public awareness and education campaign; and
 
BE IT FURTHER RESOLVED that the Review of the Pool Enclosure By-law, 2001-259 report be amended to reflect the intervening developments and update the implementation dates of the new By-law, as follows:
 
i)             Delete Recommendation 2 which directed staff to bring forward a report on the proposed campaign with respect to timeframes and resource requirements.
ii)            Modify Document 1, the Proposed Pool Enclosure By-law as follows:
(a)  Section 59 - change the date to repeal the existing by-law from January 1, 2013 to March 1, 2013.
(b)  Section 61(b) – change the two January 1, 2013 dates specified in this section to March 1, 2013.
(c)  Schedule “A” – change the fee from $160 to $200.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127104";"Passed";"3108";"2480";"127104"
"334";"Passed    Motion To: That the item be amended as per the previous motion(s).";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127104";"Passed";"3108";"2480";"127104"
"335";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127105";"Passed";"3108";"2480";"127105"
"336";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127096";"Passed";"3199";"2480";"127096"
"337";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127097";"Passed";"3200";"2480";"127097"
"338";"Passed    Motion To: That Item 4 of Environment Committee Report 20, entitled ""Green Building Policy - 2012 Status Report"" (listed as Item 5 on Council Agenda 48 of 23 January 2013), be referred back to staff to provide additional information regarding the LEED program for consideration by the Environment Committee.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127152";"Passed";"3472";"2480";"127152"
"339";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126951";"Passed";"3272";"2480";"126951"
"340";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126965";"Passed";"3308";"2480";"126965"
"341";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127106";"Passed";"3325";"2480";"127106"
"342";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127101";"Passed";"3336";"2480";"127101"
"343";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127102";"Passed";"3347";"2480";"127102"
"344";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127103";"Passed";"3358";"2480";"127103"
"345";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126541";"Passed";"3370";"2480";"126541"
"346";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127088";"Passed";"3417";"2480";"127088"
"347";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127089";"Passed";"3417";"2480";"127089"
"348";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127090";"Passed";"3417";"2480";"127090"
"349";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127091";"Passed";"3417";"2480";"127091"
"350";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127092";"Passed";"3417";"2480";"127092"
"351";"Passed    Motion To: That Council approve a contribution in the amount of $250,000 to the Great Canadian Theatre Company (GCTC) under the Cultural Facilities Fund Policy to assist with the repayment of their capital debt and to increase the municipal capital contribution to the Irving Greenberg Theatre Centre to 14.7% of final eligible project costs.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126374";"Passed";"4181";"2480";"126374"
"352";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127094";"Passed";"3417";"2480";"127094"
"353";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127095";"Passed";"3417";"2480";"127095"
"354";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126367";"Passed";"3417";"2480";"126367"
"355";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127098";"Passed";"3417";"2480";"127098"
"356";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127099";"Passed";"3417";"2480";"127099"
"357";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127100";"Passed";"3417";"2480";"127100"
"358";"Passed    Motion To: That Agriculture and Rural Affairs Committee Reports 24A and 27; Community and Protective Services Committee Report 19; Environment Committee Report 20; Finance and Economic Development Committee Reports 27A and 28; and Planning Committee Report 43, be received and adopted as amended.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127045";"Passed";"6551";"2480";"127045"
"359";"Passed    Motion To: That the by-laws listed on the Agenda under Motion to Introduce By-laws, Third Reading and Three Readings be read and passed.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127046";"Passed";"7694";"2480";"127046"
"360";"Passed    Motion To: That the following by-law be read and passed:
 To confirm the proceedings of the Council meeting of 23 January 2013.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127047";"Passed";"7723";"2480";"127047"
"361";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed";"7739";"2480";"127048"
"362";"Passed    Motion To: Motion to defer to April 11, 2013";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127546";"Passed";NULL;"2486";"127546"
"363";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127568";"Passed";"24";"2347";"127568"
"364";"Passed    Motion To: WHEREAS the 2010-2014 Mid-term Governance Review recommends that the City’s Parks, Recreation and Cultural Services Department assume the management and operations of the Nepean Museum and Fairfields Historic Site; and 

WHEREAS this change in governance will see the City make use of the Shared Museum Resources Unit to achieve efficiencies and the establishment of a Departmental Consultative Group to retain the community input currently provided by its Board of Trustees; and 

WHEREAS, as a result of discussions with some members of the Nepean Museum’s Board of Trustees, it is now recommended that the transfer of the operations of the Nepean Museum and Fairfields Historic Site to the City be accomplished with a longer transition period rather than in 60-days as currently recommended; 

THEREFORE BE IT RESOLVED that  June 30, 2013, be set as the final date of transfer of operations for the Nepean Museum and Fairfields Historic Site; and

BE IT FURTHER RESOLVED that any corresponding agreements and funding advancements be adjusted accordingly to support this transition period. 
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126943";"Passed";"34";"2347";"126943"
"365";"Passed    Motion To: That the Finance and Economic Development Committee recommend Council approve the following: PART I – COMMITTEES OF COUNCIL AND RELATED MATTERS 1. The revised Committee/Board/Other memberships as outlined in Document 1. 2. The Chairs and Vice-Chairs of each Standing Committee, the Transit Commission and Sub-Committees as outlined in Document 2. 3. The extension of the appointments of Blair Crew, Justin Ferrabee and Emily Rahn to the Transit Commission until the end of this term of Council. 4. That the recruitment process for the vacant citizen Transit Commission position begin as soon as possible. 5. That the Petition Policy be amended to provide that petitions related specifically to matters within the mandate of the Transit Commission be sent directly to the Commission as outlined in this report. 6. That the Terms of Reference for the Transit Commission and the reporting protocols for the Auditor General and any related policies and procedures be amended such that the Transit Commission receives any audits within their mandate and delegated authority for consideration, as described in this report. 7. That the reporting protocols for the Auditor General and any related policies and procedures be amended such that, with the exception of transit-related audits, audits are tabled with the Audit Sub-Committee and referred to the Finance and Economic Development Committee and Council, as described in this report. PART II – OTHER GOVERNANCE-RELATED MATTERS 8. That the governance for the Cumberland Heritage Village Museum and the Nepean Museum be amended as follows: a. The Cumberland Heritage Village Museum Board be dissolved, its by-law repealed and that it be recreated as a Departmental Consultative Group as described in this report. b. That the Parks, Recreations and Cultural Services Department assume operations of the Nepean Museum and Fairfield historic site including: i. The authorization of 5.38 FTEs; ii. The transfer of $408,923 in existing operating funding; iii. That the Board issue working notice to existing museum employees in accordance with the Employment Standards Act; iv. An effective date of transfer to take effect following completion of working notice; (as per Service Agreement, 60 days must be provided) v. That all contracts be ceased by the effective transfer date; and vi. That a Departmental Consultative Group for the Nepean Museum be established as described in this report. 9. That staff be directed to report back on the impact of the results of the National Capital Commission’s Request for Proposal process for the Nepean Equestrian Park on the Ottawa Municipal Campground, as outlined in this report. 10. That staff be directed to undertake a review of the Pine View Municipal Golf Course’s relationship to the City as part of the Department of Parks, Recreation and Cultural Services’ review of the overall direction of City recreation services and mandate, and to report back to the Community and Protective Services Committee and Council. 11. The status report on the compliance of the City’s agencies, boards and commissioners with respect to their Municipal Act, 2001 policy requirements. 12. That Section 3 of By-law 199-81 (a by-law of the Corporation of the City of Ottawa to establish a Board of Management for the Rideau Area Improvement Area) be amended to require one Member of Council as outlined in this report. PART III – AMENDMENTS TO VARIOUS BY-LAWS, POLICIES AND RELATED MATTERS 13. That the Accountability and Transparency Policy be amended as described in this report, including the process for the disclosure of executed contracts. 14. That the Office of Protocol produce an annual public disclosure of all events and gifts presented, as outlined in this report 15. That staff be directed to develop a Routine and Pro-active Disclosure Policy by the end of Q2, 2013. 16. The amendments to the Commemorative Naming Policy as described in this report. 17. The establishment of a Roadside Memorial Sign Program as described in this report. 18. The amendments to the Delegation of Authority By-law as outlined in this report. 19. That the Delegation of Powers Policy be amended as described in this report. 20. That the Election-Related Resources Policy be amended as described in this report. 21. The amendments to the Procedure By-law outlined in this report related to the following: a. Advisory Committees; and b. The Court of Revision/Committee of Revision. 22. That the litigation exclusion amendment be adopted as a permanent provision of the Purchasing By-law as described in this report. 23. That the Procedure By-law, the Delegation of Authority By-law and any other related By-laws, as amended by this report, be included in the by-law listing of a subsequent Council meeting. PART IV – OTHER MATTERS 24. The appointment of Councillor Hobbs and Councillor Chiarelli to serve on the Creative Industries Working Group of Invest Ottawa’s Film Office. 25. That the Property Standards and License Committee be renamed the Property Standards and License Appeals Committee. 26. That the process for tracking formal Inquiries and Motions be amended to provide for a review and recommendation for closure of Outstanding Motions and Directions from the previous Term of Council early in each new Term of Council, following the adoption of the new Term’s Priorities, as described in this report. 27. The guidelines for the selection of City of Ottawa representatives for, and Member participation in, the committees and/or working groups of the federal and provincial municipal associations as described in this report. 28. That a temporary FTE be provided to support the role of the Deputy Mayors, to be funded from the Council Administrative Services budget, as described in this report. 29. That the current policies for Council remuneration be amended as described in this report and as follows: a. That an annual cost-of-living increase for Members of Council be established at the same rate as for Management and Professional Exempt staff; b. That Members over the age of 65 receive benefits as described in this report; and c. That eligibility for the Transition Assistance Allowance include Members who retire. 30. That all City policies and procedures be amended to be consistent with the recommendations in this report.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126943";"Passed";"34";"2347";"126943"
"366";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127020";"Passed";"41";"2347";"127020"
"367";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127281";"Passed";"55";"2347";"127281"
"368";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126613";"Passed";"72";"2347";"126613"
"369";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126617";"Passed";"83";"2347";"126617"
"370";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124469";"Passed";"97";"2347";"124469"
"371";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127225";"Passed";"126";"2347";"127225"
"372";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127547";"Passed";"143";"2347";"127547"
"373";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=125222";"Passed";"40";"2233";"125222"
"374";"Passed    Motion To: Moved by R. Bloess

That the Transportation Committee suspend the rules to consider the following item:  Interprovincial Crossings






";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127683";"Passed";"545";"2233";"127683"
"375";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126369";"Passed";"62";"2233";"126369"
"376";"Passed    Motion To: 2. Direct staff to review the feasibility and impacts of developing a city-wide policy to permit signage in the public right-of-way to privately owned off-street parking lots and structures, and report back to the Transportation Committee.
1. Receive the Westboro Local Area Parking Study; and ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126544";"Passed";"889";"2233";"126544"
"377";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127057";"Passed";"2474";"2233";"127057"
"378";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127032";"Passed";"103";"2233";"127032"
"379";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127169";"Passed";"48";"2316";"127169"
"380";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124976";"Passed";"168";"2316";"124976"
"381";"Passed    Motion To: That home-based business provision be added to DR1 Zone at 6667 Rideau Valley Drive South and that no further notice be provided pursuant to Section 34(17) of the Planning Act";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123639";"Passed";"378";"2316";"123639"
"382";"Passed    Motion To: That the Agriculture and Rural Affairs Committee recommend Council:
1. Approve amendments to Zoning By-law 2008-250 to change the zoning of lands within villages as shown in Document 1 and as detailed in Document 2; and
2. Approve amendments to the Carp Community Design Plan as shown in Document 3.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123639";"Passed";"378";"2316";"123639"
"383";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124126";"Passed";"206";"2316";"124126"
"384";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124457";"Passed";"286";"2316";"124457"
"385";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127291";"Passed";"138";"2326";"127291"
"386";"Passed    Motion To: That the Planning Committee approve the further deferral of this item to provide Staff with additional time to consult with Members of Council.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124898";"Passed";"559";"2326";"124898"
"387";"Failed    Motion To: Motion from Chiarelli:
to take $220,000 contingency for the two positions";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124898";"Failed";"559";"2326";"124898"
"388";"Passed    Motion To: That the Planning Committee recommend to Council that:

1. The budget for the expenditure of cash-in-lieu of parkland funds from Ward
Accounts, where the project costs are $100,000 or more, include an amount
of 10 per cent for capital planning.

2. The 10 per cent capital planning amount for projects in stream prior to the
adoption of the 2013 budget on November 28, 2012, be funded from the
City-wide cash-in-lieu of parkland account.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124898";"Passed";"559";"2326";"124898"
"389";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124533";"Passed";"162";"2326";"124533"
"390";"Passed    Motion To: Que le Comité de l’urbanisme recommande au Conseil :
1. d’approuver la demande de démolition de l’immeuble situé aux 488-500, rue Bank;
2. d’approuver la demande de construction d’un nouvel immeuble aux 488500, rue Bank;
3. de déléguer au directeur général du Service de l’urbanisme et de la gestion de la croissance le pouvoir d’approuver des modifications mineures à la conception; et
4. de délivrer le permis en matière de patrimoine, qui expirera deux ans après sa date de délivrance. 
(Nota : Le délai réglementaire d’examen de cette demande en vertu de la Loi sur le patrimoine de l’Ontario a été prolongé avec l’accord du demandeur et prendra fin le 28 février 2013.)
(Nota : L’approbation de la demande de modification de la propriété aux termes de la Loi sur le patrimoine de l’Ontario ne signifie pas pour autant qu’elle satisfait aux conditions de délivrance d’un permis de construire.)
That Planning Committee recommend that Council: 
1. Approve the application to demolish 488-500 Bank Street;
2. Approve the application to construct a new building at 488-500 Bank Street;
3. Delegate authority for minor design changes to the General Manager, Planning and Growth Management Department; and
4. Issue the heritage permit with a two-year expiry date from the date of issuance.
(Note: The statutory timeline for consideration of this application under the Ontario Heritage Act was extended with the concurrence of the applicant and will expire on February 28, 2013.)
(Note: Approval to Alter this property under the Ontario Heritage Act must not be construed to meet the requirements for the issuance of a building permit.)";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124530";"Passed";"1632";"2326";"124530"
"391";"Passed    Motion To: Que le Comité de l’urbanisme recommande au Conseil d’approuver une modification au Règlement 2008-250 sur le zonage visant à faire passer la désignation de la propriété située aux 488-500, rue Bank, de TM H(19) à zone de rue principale traditionnelle, TM[xxxx] H(31), avec les exceptions décrites dans le document 2.
That the Planning Committee recommend Council approve an amendment to Zoning By-law 2008-250 to change the zoning of 488-500 Bank Street from TM H(19) to Traditional Mainstreet, TM[xxxx] H(31) with exception provisions as detailed in Document 2.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124120";"Passed";"2288";"2326";"124120"
"392";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127086";"Passed";"284";"2326";"127086"
"393";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=125210";"Passed";"323";"2326";"125210"
"394";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126593";"Passed";"364";"2326";"126593"
"395";"Passed    Motion To: Moved by Councillor Harder:
 
WHEREAS the Zoning By-law requires the driveway aisle leading to a parking space to be 6.7 metres wide;
 
AND WHEREAS the zoning was to be amended to allow a driveway aisle of 3.05 metres at four locations to accommodate the proposed development;
 
AND WHEREAS the applicant has reviewed their parking garage plans in greater detail and has identified additional locations where the minimum 6.7 metre driveway aisle requirement cannot be met;
 
NOW THEREFORE BE IT RESOLVED THAT Document 2, Details of Recommended Zoning, be amended to replace 2.c. with the following text;
 
c.         A driveway aisle providing access to parking spaces in a parking garage:
 
(i)      May be a minimum of 5.0 m; 
 
(ii)     May be further reduced to a minimum of 3.07 m at one location, and 3.8 at another location (these widths are not to exceed one metre in length).            
 
NOW THEREFORE BE IT FURTHER RESOLVED THAT no further notice will be given under subsection 34(17) of the Planning Act.
 ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121875";"Passed";"4002";"2326";"121875"
"396";"Passed    Motion To: That the item be amended as per the previous motion(s).";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121875";"Passed";"4002";"2326";"121875"
"397";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124458";"Passed";"470";"2326";"124458"
"398";"Passed    Motion To: Que le Comité de l’urbanisme approuve la nomination des conseillers El-Chantiry, Clark, Hume, Hobbs, Hubley et Qadri au groupe des commanditaires de l’examen du Règlement sur les redevances d’aménagement de 2014.
That Planning Committee approve Councillors El-Chantiry, Clark, Hume, Hobbs, Hubley, and Qadri as members of the Development Charges By-law Review Sponsors Group.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126377";"Passed";"7984";"2326";"126377"
"399";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126949";"Passed";"529";"2326";"126949"
"400";"Passed    Motion To:  
That Agriculture and Rural Affairs Committee Report 28; Finance and Economic Development Committee Reports 28A and 29; and Transportation Committee Report 43, be received and considered; and,
That the Rules of Procedure be suspended to receive and consider the report from the Selection Panel, Accessibility Advisory Committee, entitled “Appointment - Accessibility Advisory Committee”; the report from the Selection Panel, Arts, Culture, Heritage and Recreation Advisory Committee, entitled “Appointments -  Arts, Culture, Heritage and Recreation Advisory Committee”; the report from the Selection Panel, Built Heritage Sub-Committee, entitled “ Appointments – Built Heritage Sub Committee”; the report from the Selection Panel, Community Services Advisory Committee, entitled “Appointments – Community Services Advisory Committee”; the report from the Selection Panel, Environmental Stewardship Advisory Committee, entitled “Appointments – Environmental Stewardship Advisory Committee”; the report from the Selection Panel, French Language Services Advisory Committee, entitled “Appointments – French Language Services Advisory Committee” because of the urgency of the items contained in the reports; and,
That the Rules of Procedure be suspended to receive and consider Planning Committee Report 44 because of the urgency of the item contained in the report(specific reason set out below.)
(Waiver of the Rules is being requested for Item 13 of the City Council Agenda so that parks projects can be undertaken this construction season.
 ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127745";"Passed";"1114";"2479";"127745"
"401";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127873";"Passed";"1258";"2479";"127873"
"402";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127871";"Passed";"1272";"2479";"127871"
"403";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127894";"Passed";"1280";"2479";"127894"
"404";"Passed    Motion To: WHEREAS there was a clerical error in the final order of names being recommended for appointment to the Community Services Advisory Committee;
THEREFORE BE IT RESOLVED that Council approve the appointments with the following amendments:
•	That George Besner be appointed as a voting member;
•	That Johanna Hove be appointed as Reserve 1; and
•That Stuart Sykes be appointed as Reserve 2.
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127875";"Passed";"1295";"2479";"127875"
"405";"Passed    Motion To: That the item be amended as per the previous motion(s).";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127875";"Passed";"1295";"2479";"127875"
"406";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127874";"Passed";"1343";"2479";"127874"
"407";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127876";"Passed";"1356";"2479";"127876"
"408";"Passed    Motion To: WHEREAS Report ACS2013-PAI-PGM-0008 recommends approval of amendments to the Zoning By-law regarding the zoning of lands within the 26 villages; and 
WHEREAS an amendment is needed to limit the application of caps on gross leasable floor area in the RC-Rural Commercial and VM-Village Mixed-Use zones that are proposed in the above report; and 
 WHEREAS a technical amendment is needed to delete reference to minimum required lot area in exception [350r] as it applies to Constance Bay in order to properly implement the intent of the legal non-complying lot provisions proposed in the above report; 
THEREFORE BE IT RESOLVED that Council approve amendments to report ACS2013-PAI-PGM-0008 as follows:
 1.     Amend Document 2 – Details of Recommended Zoning by deleting the text in section 4 of Document 2 and replacing it with the following text:
 
4. Amend Section 229 (1) regarding the VM - Village Mixed-Use zone by adding language similar in intent to the following, 
 (h) No single commercial use will occupy more than 2500 m2 of gross leasable floor area on any lot in a VM zone in a village shown on Schedule 9.
 
2.     Amend Document 2 – Details of Recommended Zoning by deleting the text in section 6 of Document 2 and replacing it with the following text:
 
6. Amend Section 217 (1) regarding the Rural Commercial zone by adding language similar in intent to the following,
 (e) No single commercial use will occupy more than 2500 m2 of gross leasable floor area on any lot in an RC zone in a village shown on Schedule 9.
 
3.     Amend Document 2 by adding a new section 15 as follows,
 
Amend exception [350r] as it applies to Constance Bay such that the reference to lot area is deleted from the exception in order to properly implement the intent of the legal non-complying lot provisions proposed in the Village Zoning report.
 
4.     Amend Document 2 by adding a new section 16 as follows,
 
Amend Part 17 of Zoning By-law 2008-250 by adding a new schedule 9, see attached Document 5 – Schedule 9 to Zoning By-law 2008-250;
 
5.     That a new Document 5 entitled “Schedule 9 to Zoning By-law 2008-250” be added to the report to implement the new provisions added in items 1 and 2 of this Motion, see attached Document 5 - Schedule 9 to Zoning By-law 2008-250.
 
BE IT FURTHER RESOLVED THAT pursuant to the Planning Act, subsection 34(17) no further notice be given.
 ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127775";"Passed";"1369";"2479";"127775"
"409";"Passed    Motion To: That the item be amended as per the previous motion(s).";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127775";"Passed";"1369";"2479";"127775"
"410";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127892";"Passed";"1421";"2479";"127892"
"411";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127778";"Passed";"1532";"2479";"127778"
